accel_x,accel_y,accel_z,time_combined
-0.041706658899784,-8.478442192077637,-0.729765772819519,2.14
0.0188515875488519,-8.790658950805664,-0.3182821571826935,2.15
-0.212403655052185,-9.574762344360352,-0.3331938683986664,2.16
0.3441140949726105,-11.369284629821776,-1.6902297735214231,2.17
-0.1036450192332267,-10.549567222595217,-1.1639411449432373,2.18
0.2502640187740326,-9.595632553100586,-0.6607276797294617,2.19
-0.2474969774484634,-8.674052238464355,-0.2919175624847412,2.2
-0.1676701009273529,-9.559429168701172,-1.0726076364517212,2.21
-0.2057979106903076,-9.888876914978027,-0.6137920022010803,2.22
0.3207049965858459,-10.670614242553713,-1.2269822359085083,2.23
-0.0242475196719169,-8.684741020202637,-0.9395870566368104,2.24
0.4561531543731689,-8.806947708129883,0.0152421370148658,2.25
-0.607885479927063,-9.543051719665527,-0.3300822377204895,2.26
0.6682420969009399,-11.190881729125977,-0.6452867388725281,2.27
0.0323239490389823,-10.64968967437744,-1.4787544012069702,2.28
0.5542107224464417,-9.790226936340332,-0.9342854022979736,2.29
0.4567558765411377,-8.061102867126465,-0.4286986589431762,2.3
1.112420678138733,-9.922874450683594,-0.1756332218647003,2.31
0.7462107539176941,-10.723651885986328,-1.160731554031372,2.32
-0.0389005169272422,-11.361541748046877,-1.272573947906494,2.33
0.1937831193208694,-10.06179141998291,-1.40855610370636,2.34
-0.1345995962619781,-9.505545616149902,-0.5875183939933777,2.35
0.0460214838385582,-8.429485321044922,-0.964441418647766,2.36
-0.1986134201288223,-9.172537803649902,-0.021404318511486,2.37
0.1680076867341995,-9.389541625976562,-1.2912496328353882,2.38
-0.2010847479104995,-10.668179512023926,-0.8514132499694824,2.39
0.410596638917923,-10.166821479797363,-1.4554086923599243,2.4
-1.1064317226409912,-10.139482498168944,-0.5151259899139404,2.41
-0.8778824210166931,-9.29169750213623,-0.963401198387146,2.42
-1.530839204788208,-9.869007110595703,-0.5685156583786011,2.43
-0.2670276463031769,-9.515944480895996,-1.172546148300171,2.44
0.5323062539100647,-10.383912086486816,-0.8341918587684631,2.45
0.4628856182098388,-10.003199577331545,-1.1363040208816528,2.46
-0.3034501373767853,-9.917572975158691,-0.3987652361392975,2.47
0.6724162697792053,-8.273971557617188,-0.5757694244384766,2.48
-0.4240419268608093,-8.65090274810791,-0.0776180177927017,2.49
0.4332897663116455,-8.592772483825684,-0.6140891313552856,2.5
-1.1420009136199951,-10.86675262451172,-0.900856912136078,2.51
-0.4274151027202606,-11.09687614440918,-1.888122081756592,2.52
-0.331256240606308,-11.15976905822754,-0.742022693157196,2.53
0.3296914994716644,-9.31969928741455,-0.8134754300117493,2.54
0.2258193492889404,-9.343486785888672,-0.0357628241181373,2.55
0.6007615327835083,-8.726333618164062,-0.622738778591156,2.56
0.0114310588687658,-9.785429000854492,-0.7466431856155396,2.57
0.2909258604049682,-10.261348724365234,-1.5378559827804563,2.58
-0.2406295239925384,-10.716785430908203,-0.8133061528205872,2.59
0.1744152903556823,-8.701939582824707,-0.7979933023452759,2.68
-0.5300527215003967,-9.911953926086426,-0.2645955383777618,2.69
0.1898991167545318,-9.32352352142334,-1.0135202407836914,2.7
-0.1788414567708969,-10.39359188079834,-0.6695548892021179,2.71
0.0534014552831649,-9.401844024658203,-0.6517903208732605,2.72
-0.0968376770615577,-10.141324996948242,-0.4079342782497406,2.73
-0.0973323136568069,-9.38392448425293,-1.0294421911239624,2.74
-0.0709881782531738,-10.246172904968262,-0.9222651720046996,2.75
-0.2847001850605011,-9.448723793029783,-0.8955201506614685,2.76
0.0719013586640358,-9.96808624267578,-0.4419897198677063,2.77
0.4232772588729858,-10.051712036132812,-1.1080693006515503,2.78
-0.0532477349042892,-10.622139930725098,-0.9665653705596924,2.79
0.1965030878782272,-10.095623970031738,-0.964706540107727,2.8
-0.4226052761077881,-9.63451099395752,-0.6734979152679443,2.81
-0.0129430219531059,-9.155047416687012,-0.3830703496932983,2.82
0.0024780984967947,-9.547544479370115,-0.7731757164001465,2.83
-0.1054735705256462,-9.406086921691896,-0.7435905933380127,2.84
0.1480715274810791,-9.946269035339355,-0.9141859412193298,2.85
0.2098308354616165,-9.911766052246094,-0.567054271697998,2.86
0.1758893579244613,-10.014161109924316,-1.151546597480774,2.86
-0.2062464654445648,-10.077392578125,-0.5472664833068848,2.87
-0.4085114896297455,-10.144551277160645,-1.183701992034912,2.88
-0.4040914475917816,-10.170905113220217,-0.4830345213413238,2.89
-0.067341461777687,-9.385290145874023,-0.9795528650283812,2.9
0.1424743086099624,-9.74314308166504,-0.39814493060112,2.91
0.6789588332176208,-9.967761039733888,-1.398447036743164,2.92
-0.0376746654510498,-10.262337684631348,-0.3492753505706787,2.93
-0.0247073955833911,-8.942934036254883,-0.8246505856513977,2.94
-0.1649941653013229,-8.761028289794922,0.2908726930618286,2.95
0.1863417029380798,-8.476211547851562,-0.6466072201728821,2.96
-0.0629945993423461,-9.750051498413086,-0.0465670526027679,2.97
-0.2533737123012543,-10.104991912841797,-1.693709373474121,2.98
-0.987921416759491,-11.413073539733888,-1.1523252725601196,2.99
-0.0041202381253242,-10.234869003295898,-1.2960491180419922,3.0
-0.3213578462600708,-9.899789810180664,-0.1224184334278106,3.1
0.5531286001205444,-8.637877464294434,-0.405202716588974,3.2
0.3920831382274627,-9.475286483764648,-0.2319877445697784,3.3
0.715677797794342,-9.321816444396973,-0.7768658399581909,3.4
-0.0883393287658691,-9.99025058746338,-0.7315093874931335,3.5
0.2338016629219055,-10.451953887939451,-1.057745337486267,3.6
-0.6751118302345276,-10.067401885986328,-1.1677532196044922,3.7
0.0237223859876394,-9.550277709960938,-0.5457592606544495,3.8
-0.2429109662771225,-9.453168869018556,-0.549283504486084,3.9
0.023691015318036,-9.799139022827148,-0.3714526295661926,3.1
-0.1578287631273269,-9.52978801727295,-1.1016414165496826,3.11
0.9694179892539978,-10.170928001403809,-0.6949906349182129,3.12
0.1273358464241027,-9.9442777633667,-1.0626232624053955,3.13
1.3107987642288208,-9.959571838378906,-0.0639283433556556,3.14
0.8928585052490234,-9.345892906188965,-0.8924415707588196,3.15
0.7862140536308289,-9.992886543273926,-0.0936703383922576,3.16
-0.047656163573265,-9.365839004516602,-1.0085465908050537,3.17
0.4294914603233337,-10.05081272125244,-0.1503123939037323,3.18
-0.0194542370736598,-9.474116325378418,-1.1575992107391355,3.19
0.2916900217533111,-9.878325462341309,-0.1702090501785278,3.2
-0.0696895495057106,-9.690513610839844,-1.12197744846344,3.21
-0.1654770970344543,-10.04052734375,-0.3880617022514343,3.22
0.1092139333486557,-9.567756652832031,-1.0775573253631592,3.23
-0.0189865864813327,-10.06221866607666,-0.6621229648590088,3.24
0.3578124344348907,-9.646896362304688,-0.8174310922622681,3.25
0.2674644589424133,-10.219717979431152,-0.6097002625465393,3.26
0.2183509618043899,-9.850330352783203,-0.8227453231811523,3.27
-0.0112633928656578,-10.208704948425291,-0.8910497426986694,3.28
-0.0075078411027789,-9.796012878417969,-0.608917236328125,3.29
-0.2851626873016357,-9.66708755493164,-0.8096574544906616,3.3
-0.1162607744336128,-9.553823471069336,-0.7754213213920593,3.31
-0.1166857779026031,-9.373991012573242,-0.970423698425293,3.32
-0.7062066197395325,-9.550858497619627,-0.2332523465156555,3.33
-1.701435923576355,-9.342597007751465,-1.3246136903762815,3.34
-0.5504653453826904,-9.990082740783691,-0.3055234849452972,3.35
0.5017997622489929,-10.033323287963867,-1.2149873971939087,3.36
0.0299439970403909,-10.550816535949709,-0.3914738595485687,3.37
-0.2293832898139953,-9.81303882598877,-1.2548974752426147,3.38
-0.2919705510139465,-10.149182319641112,0.0129260793328285,3.39
-0.037343606352806,-9.008326530456545,-1.200927734375,3.4
0.0420393794775009,-10.23572826385498,-0.2783546447753906,3.41
0.1965606212615966,-9.518243789672852,-1.3714672327041626,3.42
-0.155003473162651,-10.200977325439451,-0.1827394664287567,3.43
0.3401521742343902,-8.554195404052734,-1.276713490486145,3.44
0.0205098073929548,-9.59953498840332,0.5197388529777527,3.45
1.0142337083816528,-8.825729370117188,-0.853514552116394,3.46
0.528703510761261,-9.815308570861816,-0.2736348509788513,3.47
-0.0003359243273735,-9.533487319946287,-1.217297077178955,3.48
-0.5992944240570068,-11.20995807647705,-0.8561809062957764,3.49
0.4430688023567199,-10.440624237060549,-0.8267168402671814,3.5
-0.0305785462260246,-10.298389434814451,-0.7544106245040894,3.51
0.5896599292755127,-9.41125202178955,-0.3163720369338989,3.52
0.2216370701789856,-9.307522773742676,-0.7066773176193237,3.53
0.213454008102417,-9.419230461120604,-0.3628140687942505,3.54
0.2736914157867431,-9.84629726409912,-1.443650484085083,3.55
0.0920168831944465,-10.208125114440918,-0.2178337126970291,3.56
0.0861998796463012,-9.721744537353516,-1.465105414390564,3.57
-0.2105328887701034,-9.746745109558104,0.0791367515921592,3.58
0.072680078446865,-8.754552841186523,-1.1954617500305176,3.59
-0.3485563993453979,-9.822843551635742,0.2039295434951782,3.6
0.4429190456867218,-9.852983474731444,-1.2728312015533447,3.61
-0.2999267280101776,-10.973916053771973,-0.6204455494880676,3.62
0.0477995127439498,-9.772019386291504,-1.2492954730987549,3.63
-1.3597074747085571,-9.340828895568848,-0.4890842735767364,3.64
0.1052219197154045,-8.879111289978027,-0.6634559035301208,3.65
-0.8740381598472595,-9.50638198852539,-0.2159529626369476,3.66
0.9911987781524658,-9.387894630432127,-0.9504611492156982,3.67
-0.6233401894569397,-10.739354133605955,-0.3269511759281158,3.68
0.4592994451522827,-9.44457721710205,-0.5660105347633362,3.69
-0.4561566412448883,-10.35476779937744,-0.7530491352081299,3.7
-0.0151351932436227,-9.171764373779297,-0.7091307044029236,3.71
-0.3097052872180938,-10.505833625793455,-0.9400249719619752,3.72
0.2384037673473358,-9.861282348632812,-0.7731676697731018,3.73
-0.5233563780784607,-9.668646812438965,-0.9324813485145568,3.74
0.3251891136169433,-9.088299751281738,-0.1489411890506744,3.75
-0.2548478245735168,-9.519580841064451,-0.8169646263122559,3.76
0.0028185900300741,-10.135462760925291,-0.2974441349506378,3.77
-0.0086300196126103,-10.536941528320312,-1.774134874343872,3.78
1.0110877752304075,-10.29467487335205,-0.2812774777412414,3.79
0.0885888934135437,-9.55596923828125,-1.2159864902496338,3.8
0.7433688044548035,-9.234380722045898,0.3799130916595459,3.81
0.753689706325531,-8.922506332397461,-1.3038371801376345,3.82
0.9063290357589722,-10.12800121307373,0.2225895822048187,3.83
1.0063097476959229,-9.89941692352295,-1.3027070760726929,3.84
-0.306554228067398,-10.57016372680664,-0.4077313840389251,3.85
0.2475858628749847,-9.472254753112791,-1.1625888347625732,3.86
-0.6867347359657288,-9.67048454284668,-0.1950414180755615,3.87
0.3703972995281219,-9.28274154663086,-0.6641430854797363,3.88
-0.3989210426807403,-10.65218448638916,-0.8646659851074219,3.89
0.2429192662239074,-10.291825294494627,-1.2923331260681152,3.9
-0.5338910222053528,-10.274742126464844,-0.5954106450080872,3.91
0.5126091837882996,-9.09327220916748,-0.2245798408985138,3.91
-0.5265845656394958,-8.752121925354004,-0.5646172761917114,3.92
0.7393964529037476,-9.248504638671877,-0.2225739508867263,3.93
0.039766252040863,-9.744556427001951,-0.9825095534324646,3.94
1.0320430994033811,-10.008254051208496,-0.306603342294693,3.95
0.0231406297534704,-9.161133766174316,-0.9156116843223572,3.96
-0.0711636766791343,-9.105101585388184,-0.2452326118946075,3.97
-0.6665507555007935,-10.145416259765623,-1.316749930381775,3.98
-0.234636977314949,-11.617427825927734,-0.7662585377693176,3.99
0.1813829243183136,-10.5755615234375,-1.425668716430664,4.0
0.3384284377098083,-10.383642196655272,-0.225620299577713,4.1
0.7570628523826599,-8.738252639770508,-0.9162331819534302,4.2
0.5952683687210083,-10.271509170532228,-0.3576323390007019,4.3
0.0651794299483299,-9.739250183105469,-1.6434316635131836,4.4
-0.2483004778623581,-10.640069961547852,-0.5260960459709167,4.5
-0.2411498576402664,-8.679143905639648,-0.8348586559295654,4.6
-0.1902213394641876,-9.339911460876465,-0.1321341842412948,4.7
0.3306704759597778,-9.221561431884766,-0.7331379055976868,4.8
-0.1831918805837631,-10.944804191589355,-0.9437168836593628,4.9
0.5204147100448608,-10.171611785888672,-1.2955167293548584,4.1
-0.1193979755043983,-10.18645477294922,-0.8038604855537415,4.11
0.3738349676132202,-8.869586944580078,-0.4313724935054779,4.12
0.0222748946398496,-9.289304733276367,-0.9568672776222228,4.13
0.3045196235179901,-9.126230239868164,-0.2584324181079864,4.14
-0.3727140128612518,-9.746170043945312,-0.5260274410247803,4.15
0.063322439789772,-8.729318618774414,0.3941836059093475,4.16
0.1690476089715957,-6.989949703216553,0.1927866339683532,4.17
1.0447814464569092,-6.172091484069824,1.9475680589675903,4.18
0.0351397991180419,-7.217231750488281,-0.4643366038799286,4.19
0.3716688156127929,-10.011404037475586,0.0564961656928062,4.2
0.226859763264656,-12.12029266357422,-2.452925443649292,4.21
1.0187190771102903,-12.836336135864258,-0.3257118761539459,4.22
0.5557823777198792,-10.893508911132812,-1.42319917678833,4.23
0.9792596697807312,-9.98614501953125,0.6898599863052368,4.24
0.0270486008375883,-8.649102210998535,-0.6814826130867004,4.25
-0.1121002659201622,-9.500149726867676,-0.1723908185958862,4.26
-0.2346913069486618,-9.17225742340088,-1.0093058347702026,4.27
-0.4559823870658874,-9.61825466156006,-1.2563599348068235,4.28
0.1800908595323562,-9.373125076293944,-0.9650135040283204,4.29
0.2117835283279419,-9.635833740234377,-0.4645265936851501,4.3
0.3385608792304992,-9.736675262451172,-0.67091965675354,4.31
0.4049985110759735,-10.192689895629885,-0.7746618986129761,4.32
-0.0404878035187721,-10.019287109375,-0.9581027030944824,4.33
0.7195904850959778,-10.498204231262209,-0.8520905375480652,4.34
0.2738368511199951,-10.125284194946287,-1.2203896045684814,4.35
0.3240703642368316,-10.366873741149902,-0.9265994429588318,4.36
0.2406657040119171,-8.968512535095215,-1.0669848918914795,4.37
-0.0857516825199127,-9.21743106842041,-0.88874351978302,4.38
-0.2705729007720947,-9.096771240234377,-0.4955583810806274,4.39
0.0392175242304801,-10.10218334197998,-0.8096972703933716,4.4
-0.1910412758588791,-9.842329025268556,-1.4224324226379397,4.41
0.1771992594003677,-10.115633010864258,-0.8764784336090088,4.42
-0.047171015292406,-9.008119583129885,-1.1912312507629397,4.43
0.2001837193965912,-9.752518653869627,-0.6440355181694031,4.44
0.6255562901496887,-9.227895736694336,-1.0141626596450806,4.45
0.2770367264747619,-9.721739768981934,-1.0173720121383667,4.46
1.2663339376449585,-9.144765853881836,-1.406144142150879,4.47
0.9476840496063232,-10.217263221740724,-0.9625758528709412,4.48
1.7221577167510986,-10.469893455505373,-1.8503339290618896,4.49
2.3157317638397217,-11.51360034942627,-1.083732008934021,4.5
2.0793917179107666,-10.452537536621094,-1.6856391429901123,4.51
0.6022730469703674,-9.640356063842772,-1.2571570873260498,4.52
0.2005191147327423,-8.807159423828125,-1.272834539413452,4.53
-0.4334098994731903,-9.274454116821287,-1.0735507011413574,4.54
-0.2517980933189392,-9.41034698486328,-1.950754284858704,4.55
-0.1186053678393364,-9.669882774353027,-1.0534782409667969,4.56
0.3339457511901855,-9.401391983032228,-1.624057650566101,4.57
1.0077059268951416,-9.861626625061035,-1.1145883798599243,4.58
0.0884103700518608,-9.257020950317385,-1.4587204456329346,4.59
0.5142523050308228,-9.589323043823242,-1.1395915746688845,4.6
-0.0517095550894737,-9.598881721496582,-1.465936541557312,4.61
0.3731621503829956,-9.91981601715088,-1.3046300411224363,4.62
-0.0783040970563888,-9.92686653137207,-2.280442476272583,4.63
0.2285106480121612,-10.474111557006836,-1.857815861701965,4.64
0.2247268259525299,-9.566730499267578,-1.5690667629241943,4.65
0.966559112071991,-8.82681941986084,-0.5779668688774109,4.66
0.2751367390155792,-8.458678245544434,-0.6941151022911072,4.67
0.3275472223758697,-9.824344635009766,-0.780914306640625,4.68
-0.042451336979866,-11.017852783203123,-2.067618131637573,4.69
1.151637315750122,-11.249398231506348,-2.325488805770874,4.7
1.1408661603927612,-10.027348518371582,-1.815375566482544,4.71
1.466065526008606,-8.73540210723877,-1.406794548034668,4.72
0.7917830348014832,-8.149131774902344,-0.5620212554931641,4.73
0.441186249256134,-8.958549499511719,-0.6584293246269226,4.74
-0.2284348160028457,-9.734769821166992,-1.1649593114852903,4.75
0.0797817781567573,-10.97684097290039,-1.5514651536941528,4.76
0.2783840894699096,-11.686734199523926,-2.44606876373291,4.77
0.7808294296264648,-10.68777847290039,-1.9494112730026243,4.78
0.7320064306259155,-9.496599197387695,-1.183727145195007,4.79
0.7726107835769653,-7.751167297363281,-0.7543864846229553,4.8
0.2645803987979889,-8.248326301574707,-0.9481200575828552,4.81
0.3305023908615112,-9.081929206848145,-0.859576940536499,4.82
0.0014674197882413,-10.049684524536133,-2.0930910110473637,4.83
0.4977072179317474,-10.395742416381836,-1.5852919816970823,4.84
0.9125930070877076,-10.238333702087402,-1.7829185724258425,4.85
0.639400064945221,-10.046216011047363,-1.3410028219223022,4.86
1.066443920135498,-9.802804946899414,-1.250931739807129,4.87
0.2393065989017486,-10.216866493225098,-1.903469800949097,4.88
0.5628057718276978,-9.659207344055176,-1.2285149097442627,4.89
0.0439246818423271,-9.577202796936035,-1.9871431589126587,4.9
0.9095434546470642,-9.620756149291992,-1.1723203659057615,4.91
1.1533211469650269,-9.623177528381348,-1.710906147956848,4.92
0.9075733423233032,-9.388890266418455,-1.6430702209472656,4.93
-0.0239270143210887,-8.725032806396484,-0.861151397228241,4.94
-0.2967088520526886,-10.277505874633787,-2.1509878635406494,4.95
0.4715220034122467,-11.391393661499023,-1.8560465574264529,4.96
0.1992584019899368,-10.344389915466309,-1.886194348335266,4.96
1.013371467590332,-8.764734268188477,-1.0304023027420044,4.97
0.6719467639923096,-8.143856048583984,-0.7418339252471924,4.98
0.5959304571151733,-8.490297317504883,-1.5377458333969116,4.99
0.5613643527030945,-9.975708961486816,-1.222989797592163,5.0
0.7294732332229614,-10.534159660339355,-2.353020429611206,5.1
1.2075092792510986,-10.951608657836914,-1.5503524541854858,5.2
1.0553981065750122,-9.641521453857422,-1.5451054573059082,5.3
0.6107826828956604,-9.419605255126951,-1.629143238067627,5.4
-0.3285239934921264,-10.168121337890623,-1.034481406211853,5.5
-0.122253268957138,-10.188092231750488,-2.768560647964477,5.6
0.1566382646560669,-10.75689697265625,-2.060434103012085,5.7
1.2853059768676758,-9.154142379760742,-1.524396896362305,5.8
0.952102541923523,-8.521175384521484,-1.5020710229873655,5.9
0.5396109819412231,-8.592466354370117,-0.9971781373023988,5.1
0.4708187580108642,-9.472962379455566,-1.8199948072433472,5.11
0.3700676560401916,-10.233906745910645,-1.5557868480682373,5.12
0.6537812948226929,-10.576586723327637,-1.7922444343566897,5.13
0.3381572365760803,-10.528432846069336,-1.6887307167053225,5.14
0.5350803136825562,-9.30271816253662,-1.1846622228622437,5.15
0.2980877161026001,-8.957555770874023,-1.3718379735946655,5.16
0.4806718230247497,-8.491691589355469,-1.0067468881607056,5.17
0.1895908415317535,-8.9845609664917,-1.305072784423828,5.18
0.3401552438735962,-9.97379207611084,-1.7798469066619873,5.19
0.8483715057373047,-10.777019500732422,-2.146851062774658,5.2
0.6415143013000488,-10.941205978393556,-1.8961704969406128,5.21
1.0403869152069092,-9.842841148376465,-2.189839124679565,5.22
0.9967149496078492,-9.80993938446045,-1.3214049339294434,5.23
0.5734893083572388,-9.142935752868652,-1.4779568910598757,5.24
0.484283298254013,-8.950786590576172,-1.6447885036468506,5.25
0.4697169363498688,-9.87956428527832,-1.6972237825393677,5.26
0.6545765399932861,-10.09984302520752,-2.0127882957458496,5.27
0.437595784664154,-10.35299587249756,-1.7338892221450806,5.28
0.5137532949447632,-9.250082969665527,-1.460761308670044,5.29
1.0808560848236084,-9.431356430053713,-0.821081280708313,5.3
0.4436672329902649,-9.386128425598145,-1.4935110807418823,5.31
0.6109508275985718,-9.55923843383789,-1.50270414352417,5.32
0.6340424418449402,-9.375494956970217,-1.124620795249939,5.33
0.8618573546409607,-8.964715003967285,-1.3715533018112185,5.34
0.0964497402310371,-9.135146141052246,-1.8320649862289429,5.35
-0.6739111542701721,-10.602635383605955,-2.122797966003418,5.36
0.636797308921814,-11.233019828796388,-2.413609981536865,5.37
0.9673716425895692,-11.119592666625977,-1.8531886339187624,5.38
1.4656248092651367,-9.043404579162598,-1.2530478239059448,5.39
1.4384663105010986,-8.608089447021484,-1.1784911155700684,5.4
1.1425474882125854,-8.361299514770508,-1.229866862297058,5.41
1.0836496353149414,-9.05293083190918,-2.188140153884888,5.42
0.6297529339790344,-9.886970520019531,-1.417984127998352,5.43
0.187325045466423,-10.221636772155762,-2.2895076274871826,5.44
0.0300333853811025,-10.37753200531006,-2.027940034866333,5.45
0.3852845132350921,-9.774023056030272,-1.0654792785644531,5.46
